m,TagName,
"2016-11-01 00:00:00","java","15668"
"2016-11-01 00:00:00","ruby","1759"
"2016-11-01 00:00:00","c++","6092"
"2016-11-01 00:00:00","php","11972"
"2016-11-01 00:00:00","r","3563"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","swift","4367"
"2016-12-01 00:00:00","assembly","313"
"2016-12-01 00:00:00","java","13856"
"2016-12-01 00:00:00","r","3152"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","javascript","19818"
"2016-12-01 00:00:00","c","2799"
"2016-12-01 00:00:00","c#","10693"
"2016-12-01 00:00:00","php","11492"
"2016-12-01 00:00:00","go","497"
"2016-12-01 00:00:00","ruby","1628"
"2016-12-01 00:00:00","python","13062"
"2016-12-01 00:00:00","c++","5235"
"2016-12-01 00:00:00","swift","3942"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c++","5651"
"2017-01-01 00:00:00","java","14582"
"2017-01-01 00:00:00","c#","11695"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","javascript","21420"
"2017-01-01 00:00:00","c","2760"
"2017-01-01 00:00:00","go","561"
"2017-01-01 00:00:00","php","12641"
"2017-01-01 00:00:00","ruby","1823"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","swift","4345"
"2017-01-01 00:00:00","python","14297"
"2017-01-01 00:00:00","r","3493"
"2017-02-01 00:00:00","python","14789"
"2017-02-01 00:00:00","java","14587"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","javascript","21195"
"2017-02-01 00:00:00","c","2728"
"2017-02-01 00:00:00","c#","11499"
"2017-02-01 00:00:00","perl","403"
"2017-02-01 00:00:00","ruby","1628"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","c++","5174"
"2017-02-01 00:00:00","php","12522"
"2017-02-01 00:00:00","swift","4068"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","r","3682"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","assembly","374"
"2017-03-01 00:00:00","c++","6231"
"2017-03-01 00:00:00","c","2970"
"2017-03-01 00:00:00","c#","12995"
"2017-03-01 00:00:00","java","17328"
"2017-03-01 00:00:00","python","17139"
"2017-03-01 00:00:00","perl","414"
"2017-03-01 00:00:00","javascript","23724"
"2017-03-01 00:00:00","r","4604"
"2017-03-01 00:00:00","ruby","1792"
"2017-03-01 00:00:00","go","653"
"2017-03-01 00:00:00","swift","4621"
"2017-03-01 00:00:00","php","14089"
"2017-04-01 00:00:00","c#","11097"
"2017-04-01 00:00:00","c","2861"
"2017-04-01 00:00:00","c++","5886"
"2017-04-01 00:00:00","python","15652"
"2017-04-01 00:00:00","javascript","21254"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","php","12443"
"2017-04-01 00:00:00","assembly","317"
"2017-04-01 00:00:00","ruby","1489"
"2017-04-01 00:00:00","java","15942"
"2017-04-01 00:00:00","swift","3924"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","r","4264"
"2017-04-01 00:00:00","perl","371"
"2017-05-01 00:00:00","delphi","319"
"2017-05-01 00:00:00","java","16354"
"2017-05-01 00:00:00","r","4319"
"2017-05-01 00:00:00","php","13051"
"2017-05-01 00:00:00","assembly","349"
"2017-05-01 00:00:00","c","2745"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","c#","11993"
"2017-05-01 00:00:00","python","16193"
"2017-05-01 00:00:00","javascript","22400"
"2017-05-01 00:00:00","c++","5305"
"2017-05-01 00:00:00","go","587"
"2017-05-01 00:00:00","ruby","1520"
"2017-05-01 00:00:00","swift","4101"
"2017-06-01 00:00:00","javascript","21600"
"2017-06-01 00:00:00","perl","315"
"2017-06-01 00:00:00","c","2354"
"2017-06-01 00:00:00","go","575"
"2017-06-01 00:00:00","c#","11308"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c++","4695"
"2017-06-01 00:00:00","python","16034"
"2017-06-01 00:00:00","java","14628"
"2017-06-01 00:00:00","r","4453"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","swift","4207"
"2017-06-01 00:00:00","php","11781"
"2017-07-01 00:00:00","c#","11210"
"2017-07-01 00:00:00","javascript","21625"
"2017-07-01 00:00:00","python","16925"
"2017-07-01 00:00:00","c","2052"
"2017-07-01 00:00:00","java","14161"
"2017-07-01 00:00:00","php","11796"
"2017-07-01 00:00:00","c++","5027"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","swift","4354"
"2017-07-01 00:00:00","ruby","1522"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","go","657"
"2017-07-01 00:00:00","r","4587"
"2017-08-01 00:00:00","java","13768"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c#","10954"
"2017-08-01 00:00:00","c","2048"
"2017-08-01 00:00:00","python","16470"
"2017-08-01 00:00:00","go","611"
"2017-08-01 00:00:00","c++","4797"
"2017-08-01 00:00:00","javascript","21366"
"2017-08-01 00:00:00","ruby","1394"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","swift","4190"
"2017-08-01 00:00:00","r","4572"
"2017-08-01 00:00:00","php","11669"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c#","9877"
"2017-09-01 00:00:00","c","2102"
"2017-09-01 00:00:00","python","15460"
"2017-09-01 00:00:00","java","12767"
"2017-09-01 00:00:00","delphi","262"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","c++","4479"
"2017-09-01 00:00:00","perl","298"
"2017-09-01 00:00:00","javascript","19004"
"2017-09-01 00:00:00","r","4224"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","php","10708"
"2017-09-01 00:00:00","swift","3781"
"2017-10-01 00:00:00","javascript","19884"
"2017-10-01 00:00:00","c","2787"
"2017-10-01 00:00:00","c#","10239"
"2017-10-01 00:00:00","php","10848"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","assembly","333"
"2017-10-01 00:00:00","go","618"
"2017-10-01 00:00:00","python","16959"
"2017-10-01 00:00:00","java","14027"
"2017-10-01 00:00:00","ruby","1299"
"2017-10-01 00:00:00","c++","5224"
"2017-10-01 00:00:00","r","4544"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","swift","3906"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","java","14196"
"2017-11-01 00:00:00","r","4515"
"2017-11-01 00:00:00","php","10616"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2961"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","c#","9806"
"2017-11-01 00:00:00","python","17002"
"2017-11-01 00:00:00","javascript","19425"
"2017-11-01 00:00:00","c++","5043"
"2017-11-01 00:00:00","go","655"
"2017-11-01 00:00:00","ruby","1177"
"2017-11-01 00:00:00","swift","3677"
"2017-12-01 00:00:00","assembly","248"
"2017-12-01 00:00:00","c++","4464"
"2017-12-01 00:00:00","c#","8616"
"2017-12-01 00:00:00","java","11995"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","javascript","16999"
"2017-12-01 00:00:00","go","529"
"2017-12-01 00:00:00","c","2199"
"2017-12-01 00:00:00","php","9159"
"2017-12-01 00:00:00","ruby","1022"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","swift","3209"
"2017-12-01 00:00:00","python","14952"
"2017-12-01 00:00:00","r","3719"
"2018-01-01 00:00:00","python","16253"
"2018-01-01 00:00:00","assembly","254"
"2018-01-01 00:00:00","java","12362"
"2018-01-01 00:00:00","javascript","18931"
"2018-01-01 00:00:00","c#","9393"
"2018-01-01 00:00:00","c","2219"
"2018-01-01 00:00:00","c++","4763"
"2018-01-01 00:00:00","ruby","1163"
"2018-01-01 00:00:00","swift","3758"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","php","10140"
"2018-01-01 00:00:00","go","545"
"2018-01-01 00:00:00","r","4200"
"2018-02-01 00:00:00","java","12050"
"2018-02-01 00:00:00","delphi","214"
"2018-02-01 00:00:00","assembly","284"
"2018-02-01 00:00:00","c#","8591"
"2018-02-01 00:00:00","c","2149"
"2018-02-01 00:00:00","python","16335"
"2018-02-01 00:00:00","go","583"
"2018-02-01 00:00:00","c++","4573"
"2018-02-01 00:00:00","javascript","17233"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","swift","3417"
"2018-02-01 00:00:00","r","4508"
"2018-02-01 00:00:00","php","9146"
"2018-03-01 00:00:00","assembly","318"
"2018-03-01 00:00:00","javascript","19171"
"2018-03-01 00:00:00","c#","9801"
"2018-03-01 00:00:00","c","2478"
"2018-03-01 00:00:00","python","17910"
"2018-03-01 00:00:00","c++","5196"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","612"
"2018-03-01 00:00:00","perl","289"
"2018-03-01 00:00:00","ruby","1063"
"2018-03-01 00:00:00","java","13587"
"2018-03-01 00:00:00","php","9861"
"2018-03-01 00:00:00","r","5106"
"2018-03-01 00:00:00","swift","4066"
"2018-04-01 00:00:00","java","13509"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2200"
"2018-04-01 00:00:00","c#","9257"
"2018-04-01 00:00:00","javascript","17973"
"2018-04-01 00:00:00","php","8950"
"2018-04-01 00:00:00","c++","4673"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","perl","254"
"2018-04-01 00:00:00","python","16988"
"2018-04-01 00:00:00","r","4736"
"2018-04-01 00:00:00","go","622"
"2018-04-01 00:00:00","ruby","989"
"2018-04-01 00:00:00","swift","3580"
"2018-05-01 00:00:00","assembly","297"
"2018-05-01 00:00:00","c#","9939"
"2018-05-01 00:00:00","c++","4695"
"2018-05-01 00:00:00","python","17587"
"2018-05-01 00:00:00","go","635"
"2018-05-01 00:00:00","javascript","18087"
"2018-05-01 00:00:00","c","2375"
"2018-05-01 00:00:00","java","13485"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","ruby","1034"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","swift","3628"
"2018-05-01 00:00:00","php","9488"
"2018-05-01 00:00:00","r","4733"
"2018-06-01 00:00:00","c","1841"
"2018-06-01 00:00:00","c#","8798"
"2018-06-01 00:00:00","assembly","208"
"2018-06-01 00:00:00","c++","4108"
"2018-06-01 00:00:00","java","11812"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","javascript","17198"
"2018-06-01 00:00:00","r","4490"
"2018-06-01 00:00:00","go","676"
"2018-06-01 00:00:00","php","8450"
"2018-06-01 00:00:00","python","16820"
"2018-06-01 00:00:00","ruby","992"
"2018-06-01 00:00:00","swift","3157"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","java","11775"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c#","9416"
"2018-07-01 00:00:00","go","693"
"2018-07-01 00:00:00","c","1607"
"2018-07-01 00:00:00","perl","245"
"2018-07-01 00:00:00","python","17939"
"2018-07-01 00:00:00","r","4408"
"2018-07-01 00:00:00","javascript","17820"
"2018-07-01 00:00:00","php","8576"
"2018-07-01 00:00:00","c++","3920"
"2018-07-01 00:00:00","ruby","942"
"2018-07-01 00:00:00","swift","3679"
"2018-08-01 00:00:00","assembly","181"
"2018-08-01 00:00:00","c#","9532"
"2018-08-01 00:00:00","python","17823"
"2018-08-01 00:00:00","c","1693"
"2018-08-01 00:00:00","java","11376"
"2018-08-01 00:00:00","delphi","205"
"2018-08-01 00:00:00","c++","3934"
"2018-08-01 00:00:00","go","710"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","javascript","17927"
"2018-08-01 00:00:00","ruby","882"
"2018-08-01 00:00:00","php","8547"
"2018-08-01 00:00:00","r","4129"
"2018-08-01 00:00:00","swift","3595"
"2018-09-01 00:00:00","c#","8414"
"2018-09-01 00:00:00","c++","3775"
"2018-09-01 00:00:00","python","16091"
"2018-09-01 00:00:00","c","1858"
"2018-09-01 00:00:00","assembly","262"
"2018-09-01 00:00:00","javascript","16080"
"2018-09-01 00:00:00","delphi","182"
"2018-09-01 00:00:00","go","678"
"2018-09-01 00:00:00","perl","207"
"2018-09-01 00:00:00","php","7743"
"2018-09-01 00:00:00","java","10832"
"2018-09-01 00:00:00","ruby","781"
"2018-09-01 00:00:00","r","3795"
"2018-09-01 00:00:00","swift","3152"
"2018-10-01 00:00:00","delphi","226"
"2018-10-01 00:00:00","java","12625"
"2018-10-01 00:00:00","php","8275"
"2018-10-01 00:00:00","r","4388"
"2018-10-01 00:00:00","c#","9387"
"2018-10-01 00:00:00","c","2483"
"2018-10-01 00:00:00","c++","4350"
"2018-10-01 00:00:00","assembly","328"
"2018-10-01 00:00:00","go","798"
"2018-10-01 00:00:00","javascript","17527"
"2018-10-01 00:00:00","ruby","904"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","swift","3294"
"2018-10-01 00:00:00","python","18257"
"2018-11-01 00:00:00","javascript","16287"
"2018-11-01 00:00:00","go","720"
"2018-11-01 00:00:00","python","18145"
"2018-11-01 00:00:00","c","2564"
"2018-11-01 00:00:00","c#","8539"
"2018-11-01 00:00:00","assembly","310"
"2018-11-01 00:00:00","java","11852"
"2018-11-01 00:00:00","c++","4404"
"2018-11-01 00:00:00","perl","238"
"2018-11-01 00:00:00","ruby","836"
"2018-11-01 00:00:00","delphi","181"
"2018-11-01 00:00:00","swift","2998"
"2018-11-01 00:00:00","r","4269"
"2018-11-01 00:00:00","php","7189"
"2018-12-01 00:00:00","javascript","14387"
"2018-12-01 00:00:00","java","10578"
"2018-12-01 00:00:00","c#","7611"
"2018-12-01 00:00:00","c","2233"
"2018-12-01 00:00:00","php","6318"
"2018-12-01 00:00:00","python","15863"
"2018-12-01 00:00:00","c++","3611"
"2018-12-01 00:00:00","assembly","234"
"2018-12-01 00:00:00","ruby","810"
"2018-12-01 00:00:00","delphi","176"
"2018-12-01 00:00:00","swift","2796"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","go","660"
"2018-12-01 00:00:00","r","3434"
"2019-01-01 00:00:00","delphi","218"
"2019-01-01 00:00:00","java","11154"
"2019-01-01 00:00:00","assembly","227"
"2019-01-01 00:00:00","c#","8831"
"2019-01-01 00:00:00","go","666"
"2019-01-01 00:00:00","c","2318"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","python","17099"
"2019-01-01 00:00:00","r","3983"
"2019-01-01 00:00:00","javascript","16116"
"2019-01-01 00:00:00","php","7297"
"2019-01-01 00:00:00","c++","3941"
"2019-01-01 00:00:00","ruby","919"
"2019-01-01 00:00:00","swift","2929"
"2019-02-01 00:00:00","assembly","229"
"2019-02-01 00:00:00","c#","8427"
"2019-02-01 00:00:00","python","17672"
"2019-02-01 00:00:00","c","2081"
"2019-02-01 00:00:00","java","11122"
"2019-02-01 00:00:00","delphi","192"
"2019-02-01 00:00:00","c++","3784"
"2019-02-01 00:00:00","go","632"
"2019-02-01 00:00:00","perl","254"
"2019-02-01 00:00:00","javascript","15812"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","php","7414"
"2019-02-01 00:00:00","r","4293"
"2019-02-01 00:00:00","swift","2704"
"2019-03-01 00:00:00","java","12146"
"2019-03-01 00:00:00","c++","4467"
"2019-03-01 00:00:00","delphi","187"
"2019-03-01 00:00:00","assembly","279"
"2019-03-01 00:00:00","javascript","17421"
"2019-03-01 00:00:00","c","2406"
"2019-03-01 00:00:00","c#","9011"
"2019-03-01 00:00:00","php","7860"
"2019-03-01 00:00:00","go","725"
"2019-03-01 00:00:00","perl","232"
"2019-03-01 00:00:00","python","20016"
"2019-03-01 00:00:00","r","4531"
"2019-03-01 00:00:00","ruby","845"
"2019-03-01 00:00:00","swift","2965"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","javascript","16193"
"2019-04-01 00:00:00","assembly","306"
"2019-04-01 00:00:00","c#","9139"
"2019-04-01 00:00:00","php","7195"
"2019-04-01 00:00:00","c++","4383"
"2019-04-01 00:00:00","c","2434"
"2019-04-01 00:00:00","go","655"
"2019-04-01 00:00:00","java","11185"
"2019-04-01 00:00:00","swift","3088"
"2019-04-01 00:00:00","python","19834"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","r","4600"
"2019-05-01 00:00:00","c#","9036"
"2019-05-01 00:00:00","assembly","238"
"2019-05-01 00:00:00","c","2097"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","javascript","16150"
"2019-05-01 00:00:00","perl","222"
"2019-05-01 00:00:00","java","11121"
"2019-05-01 00:00:00","go","675"
"2019-05-01 00:00:00","c++","4130"
"2019-05-01 00:00:00","php","6970"
"2019-05-01 00:00:00","r","4296"
"2019-05-01 00:00:00","python","18924"
"2019-05-01 00:00:00","swift","3117"
"2019-05-01 00:00:00","ruby","759"
"2019-06-01 00:00:00","java","9658"
"2019-06-01 00:00:00","javascript","14833"
"2019-06-01 00:00:00","c#","7616"
"2019-06-01 00:00:00","go","531"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","php","6028"
"2019-06-01 00:00:00","c++","3647"
"2019-06-01 00:00:00","c","1730"
"2019-06-01 00:00:00","python","17252"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","ruby","704"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","swift","3099"
"2019-06-01 00:00:00","r","3955"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","assembly","188"
"2019-07-01 00:00:00","c++","4267"
"2019-07-01 00:00:00","c","1761"
"2019-07-01 00:00:00","c#","8451"
"2019-07-01 00:00:00","java","10855"
"2019-07-01 00:00:00","python","19784"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","javascript","16174"
"2019-07-01 00:00:00","r","4213"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","go","637"
"2019-07-01 00:00:00","swift","3053"
"2019-07-01 00:00:00","php","6685"
"2019-08-01 00:00:00","c#","7723"
"2019-08-01 00:00:00","c","1556"
"2019-08-01 00:00:00","c++","3301"
"2019-08-01 00:00:00","python","18067"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","637"
"2019-08-01 00:00:00","javascript","15244"
"2019-08-01 00:00:00","assembly","168"
"2019-08-01 00:00:00","php","5823"
"2019-08-01 00:00:00","java","9116"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","perl","195"
"2019-08-01 00:00:00","swift","2555"
"2019-08-01 00:00:00","r","3953"
"2019-09-01 00:00:00","java","9695"
"2019-09-01 00:00:00","c","2011"
"2019-09-01 00:00:00","c#","7853"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","javascript","14898"
"2019-09-01 00:00:00","c++","3782"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","php","5586"
"2019-09-01 00:00:00","go","623"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","python","16905"
"2019-09-01 00:00:00","r","3947"
"2019-09-01 00:00:00","ruby","720"
"2019-09-01 00:00:00","swift","2563"
"2019-10-01 00:00:00","c#","8423"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c++","4845"
"2019-10-01 00:00:00","python","20479"
"2019-10-01 00:00:00","javascript","16000"
"2019-10-01 00:00:00","go","642"
"2019-10-01 00:00:00","c","2487"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","java","11240"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","php","6099"
"2019-10-01 00:00:00","swift","3111"
"2019-10-01 00:00:00","r","4387"
"2019-11-01 00:00:00","assembly","283"
"2019-11-01 00:00:00","c","2520"
"2019-11-01 00:00:00","c#","8038"
"2019-11-01 00:00:00","c++","4742"
"2019-11-01 00:00:00","perl","223"
"2019-11-01 00:00:00","java","10347"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","javascript","15769"
"2019-11-01 00:00:00","php","6115"
"2019-11-01 00:00:00","r","4292"
"2019-11-01 00:00:00","go","612"
"2019-11-01 00:00:00","python","20648"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2894"
"2019-12-01 00:00:00","assembly","246"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","java","9061"
"2019-12-01 00:00:00","c#","7228"
"2019-12-01 00:00:00","go","621"
"2019-12-01 00:00:00","python","18147"
"2019-12-01 00:00:00","c","2158"
"2019-12-01 00:00:00","c++","4212"
"2019-12-01 00:00:00","perl","158"
"2019-12-01 00:00:00","ruby","670"
"2019-12-01 00:00:00","javascript","14330"
"2019-12-01 00:00:00","swift","2679"
"2019-12-01 00:00:00","r","3746"
"2019-12-01 00:00:00","php","5256"
"2020-01-01 00:00:00","assembly","230"
"2020-01-01 00:00:00","c#","7831"
"2020-01-01 00:00:00","c","2055"
"2020-01-01 00:00:00","python","20041"
"2020-01-01 00:00:00","java","10005"
"2020-01-01 00:00:00","delphi","166"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","c++","4246"
"2020-01-01 00:00:00","r","4157"
"2020-01-01 00:00:00","go","653"
"2020-01-01 00:00:00","ruby","766"
"2020-01-01 00:00:00","javascript","16063"
"2020-01-01 00:00:00","swift","2910"
"2020-01-01 00:00:00","php","5922"
"2020-02-01 00:00:00","c#","7738"
"2020-02-01 00:00:00","c","1995"
"2020-02-01 00:00:00","c++","4107"
"2020-02-01 00:00:00","python","20095"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","666"
"2020-02-01 00:00:00","javascript","15793"
"2020-02-01 00:00:00","assembly","270"
"2020-02-01 00:00:00","php","5708"
"2020-02-01 00:00:00","java","10087"
"2020-02-01 00:00:00","ruby","654"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","swift","2768"
"2020-02-01 00:00:00","r","4696"
"2020-03-01 00:00:00","java","11109"
"2020-03-01 00:00:00","go","659"
"2020-03-01 00:00:00","c","2498"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","c#","7811"
"2020-03-01 00:00:00","python","22791"
"2020-03-01 00:00:00","c++","4667"
"2020-03-01 00:00:00","assembly","298"
"2020-03-01 00:00:00","javascript","17612"
"2020-03-01 00:00:00","perl","200"
"2020-03-01 00:00:00","r","5129"
"2020-03-01 00:00:00","php","5712"
"2020-03-01 00:00:00","swift","2927"
"2020-03-01 00:00:00","ruby","712"
"2020-04-01 00:00:00","java","12679"
"2020-04-01 00:00:00","assembly","380"
"2020-04-01 00:00:00","c++","6244"
"2020-04-01 00:00:00","c#","8620"
"2020-04-01 00:00:00","c","3259"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","javascript","20981"
"2020-04-01 00:00:00","go","803"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6697"
"2020-04-01 00:00:00","ruby","771"
"2020-04-01 00:00:00","python","27731"
"2020-04-01 00:00:00","swift","3464"
"2020-04-01 00:00:00","r","6178"
"2020-05-01 00:00:00","java","12102"
"2020-05-01 00:00:00","c#","8641"
"2020-05-01 00:00:00","assembly","356"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","c","3388"
"2020-05-01 00:00:00","javascript","21553"
"2020-05-01 00:00:00","go","765"
"2020-05-01 00:00:00","c++","6451"
"2020-05-01 00:00:00","php","6583"
"2020-05-01 00:00:00","python","29560"
"2020-05-01 00:00:00","perl","215"
"2020-05-01 00:00:00","ruby","698"
"2020-05-01 00:00:00","r","6022"
"2020-05-01 00:00:00","swift","3536"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","java","10884"
"2020-06-01 00:00:00","c++","5647"
"2020-06-01 00:00:00","c","2603"
"2020-06-01 00:00:00","php","5986"
"2020-06-01 00:00:00","assembly","329"
"2020-06-01 00:00:00","c#","7935"
"2020-06-01 00:00:00","go","714"
"2020-06-01 00:00:00","javascript","19915"
"2020-06-01 00:00:00","perl","199"
"2020-06-01 00:00:00","python","27229"
"2020-06-01 00:00:00","r","5451"
"2020-06-01 00:00:00","ruby","616"
"2020-06-01 00:00:00","swift","3185"
"2020-07-01 00:00:00","delphi","194"
"2020-07-01 00:00:00","java","10507"
"2020-07-01 00:00:00","javascript","19960"
"2020-07-01 00:00:00","c++","5192"
"2020-07-01 00:00:00","c#","7846"
"2020-07-01 00:00:00","assembly","275"
"2020-07-01 00:00:00","c","2112"
"2020-07-01 00:00:00","python","26387"
"2020-07-01 00:00:00","php","6000"
"2020-07-01 00:00:00","r","4945"
"2020-07-01 00:00:00","go","649"
"2020-07-01 00:00:00","ruby","698"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","swift","3006"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","javascript","18136"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","java","9396"
"2020-08-01 00:00:00","assembly","265"
"2020-08-01 00:00:00","c#","7107"
"2020-08-01 00:00:00","r","4512"
"2020-08-01 00:00:00","c","1902"
"2020-08-01 00:00:00","python","23167"
"2020-08-01 00:00:00","php","5035"
"2020-08-01 00:00:00","c++","4805"
"2020-08-01 00:00:00","go","716"
"2020-08-01 00:00:00","ruby","555"
"2020-08-01 00:00:00","swift","2705"
"2020-09-01 00:00:00","java","10524"
"2020-09-01 00:00:00","delphi","181"
"2020-09-01 00:00:00","c","2268"
"2020-09-01 00:00:00","c#","7165"
"2020-09-01 00:00:00","javascript","19166"
"2020-09-01 00:00:00","assembly","304"
"2020-09-01 00:00:00","c++","4202"
"2020-09-01 00:00:00","go","802"
"2020-09-01 00:00:00","r","5324"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","ruby","563"
"2020-09-01 00:00:00","python","24638"
"2020-09-01 00:00:00","swift","2961"
"2020-09-01 00:00:00","php","5517"
"2020-10-01 00:00:00","c#","6986"
"2020-10-01 00:00:00","c++","4695"
"2020-10-01 00:00:00","python","26329"
"2020-10-01 00:00:00","assembly","380"
"2020-10-01 00:00:00","java","10736"
"2020-10-01 00:00:00","c","2516"
"2020-10-01 00:00:00","go","648"
"2020-10-01 00:00:00","javascript","19109"
"2020-10-01 00:00:00","delphi","193"
"2020-10-01 00:00:00","ruby","549"
"2020-10-01 00:00:00","r","5789"
"2020-10-01 00:00:00","swift","2744"
"2020-10-01 00:00:00","perl","174"
"2020-10-01 00:00:00","php","5423"
"2020-11-01 00:00:00","c","2898"
"2020-11-01 00:00:00","delphi","210"
"2020-11-01 00:00:00","go","600"
"2020-11-01 00:00:00","javascript","18123"
"2020-11-01 00:00:00","java","10265"
"2020-11-01 00:00:00","c#","6792"
"2020-11-01 00:00:00","assembly","411"
"2020-11-01 00:00:00","python","25889"
"2020-11-01 00:00:00","perl","152"
"2020-11-01 00:00:00","c++","4729"
"2020-11-01 00:00:00","php","5523"
"2020-11-01 00:00:00","ruby","585"
"2020-11-01 00:00:00","r","5654"
"2020-11-01 00:00:00","swift","2623"
"2020-12-01 00:00:00","delphi","212"
